test_id,amt_id,mode,counterbalance,knowledgeCondition,day,case,document,doctype,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39
199114,A3HIRLDYDLBYDQ,CONTROL,2,high,2,OVERLAY,3A_doc,spy_lead,trays,mailroom,fax,office,mailroom,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199114,A3HIRLDYDLBYDQ,CONTROL,2,high,3,OVERLAY,5A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199114,A3HIRLDYDLBYDQ,CONTROL,2,high,2,OVERLAY,4A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199145,A34L0OOVHMBN90,CONTROL,1,high,5,OVERLAY,9A_doc,spy_lead,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199145,A34L0OOVHMBN90,CONTROL,1,high,4,OVERLAY,7A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199145,A34L0OOVHMBN90,CONTROL,1,high,4,OVERLAY,8A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199145,A34L0OOVHMBN90,CONTROL,1,high,3,OVERLAY,5A_doc,spy_lead,trays,mailroom,fax,office,mailroom,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199251,ANQ0RLFEZ17W0,CONTROL,1,low,1,OVERLAY,police_smithsonian_report,spy_lead,trays,mailroom,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199251,ANQ0RLFEZ17W0,CONTROL,1,low,1,OVERLAY,mfa_security,spy_lead,trays,mailroom,trays,mailroom,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199251,ANQ0RLFEZ17W0,CONTROL,1,low,3,OVERLAY,6A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199251,ANQ0RLFEZ17W0,CONTROL,1,low,4,OVERLAY,7A_doc,spy_lead,trays,mailroom,fax,trays,mailroom,office,mailroom,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199251,ANQ0RLFEZ17W0,CONTROL,1,low,4,OVERLAY,8A_doc,spy_lead,trays,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199251,ANQ0RLFEZ17W0,CONTROL,1,low,2,OVERLAY,3A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199251,ANQ0RLFEZ17W0,CONTROL,1,low,3,OVERLAY,5A_doc,spy_lead,trays,mailroom,fax,office,mailroom,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199251,ANQ0RLFEZ17W0,CONTROL,1,low,5,OVERLAY,10A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199251,ANQ0RLFEZ17W0,CONTROL,1,low,2,OVERLAY,4A_doc,spy_lead,trays,mailroom,fax,office,mailroom,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199254,A2CJYS92WX7HN6,CONTROL,2,high,5,OVERLAY,9A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199254,A2CJYS92WX7HN6,CONTROL,2,high,3,OVERLAY,6A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199254,A2CJYS92WX7HN6,CONTROL,2,high,4,OVERLAY,7A_doc,spy_lead,trays,mailroom,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199254,A2CJYS92WX7HN6,CONTROL,2,high,4,OVERLAY,8A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199254,A2CJYS92WX7HN6,CONTROL,2,high,2,OVERLAY,3A_doc,spy_lead,trays,mailroom,fax,office,conference,office,mailroom,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199254,A2CJYS92WX7HN6,CONTROL,2,high,3,OVERLAY,5A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199254,A2CJYS92WX7HN6,CONTROL,2,high,5,OVERLAY,10A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199254,A2CJYS92WX7HN6,CONTROL,2,high,2,OVERLAY,4A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199264,APGX2WZ59OWDN,CONTROL,2,high,5,OVERLAY,9A_doc,spy_lead,trays,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199264,APGX2WZ59OWDN,CONTROL,2,high,4,OVERLAY,7A_doc,spy_lead,trays,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199264,APGX2WZ59OWDN,CONTROL,2,high,4,OVERLAY,8A_doc,spy_lead,trays,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199264,APGX2WZ59OWDN,CONTROL,2,high,3,OVERLAY,5A_doc,spy_lead,trays,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199264,APGX2WZ59OWDN,CONTROL,2,high,5,OVERLAY,10A_doc,spy_lead,trays,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199265,A1CSDIX05PK9V,CONTROL,1,high,5,OVERLAY,9A_doc,spy_lead,trays,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199265,A1CSDIX05PK9V,CONTROL,1,high,3,OVERLAY,6A_doc,spy_lead,trays,mailroom,fax,trays,mailroom,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199265,A1CSDIX05PK9V,CONTROL,1,high,4,OVERLAY,7A_doc,spy_lead,trays,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199265,A1CSDIX05PK9V,CONTROL,1,high,4,OVERLAY,8A_doc,spy_lead,trays,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199265,A1CSDIX05PK9V,CONTROL,1,high,3,OVERLAY,5A_doc,spy_lead,trays,mailroom,fax,trays,mailroom,fax,trays,mailroom,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,
199265,A1CSDIX05PK9V,CONTROL,1,high,5,OVERLAY,10A_doc,spy_lead,trays,mailroom,fax,trays,mailroom,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199271,A6U2C66WQ7QQN,CONTROL,1,low,4,OVERLAY,7A_doc,spy_lead,trays,mailroom,fax,trays,mailroom,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199271,A6U2C66WQ7QQN,CONTROL,1,low,3,OVERLAY,5A_doc,spy_lead,trays,mailroom,fax,office,conference,office,folder,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199313,A256FHXGSY0E5D,CONTROL,1,high,1,OVERLAY,police_smithsonian_report,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199313,A256FHXGSY0E5D,CONTROL,1,high,1,OVERLAY,mfa_security,spy_lead,trays,mailroom,fax,office,mailroom,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199313,A256FHXGSY0E5D,CONTROL,1,high,5,OVERLAY,9A_doc,spy_lead,trays,mailroom,fax,office,conference,office,folder,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199313,A256FHXGSY0E5D,CONTROL,1,high,3,OVERLAY,6A_doc,spy_lead,trays,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199313,A256FHXGSY0E5D,CONTROL,1,high,4,OVERLAY,7A_doc,spy_lead,trays,mailroom,office,folder,office,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199313,A256FHXGSY0E5D,CONTROL,1,high,4,OVERLAY,8A_doc,spy_lead,trays,mailroom,office,folder,office,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199313,A256FHXGSY0E5D,CONTROL,1,high,2,OVERLAY,3A_doc,spy_lead,trays,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199313,A256FHXGSY0E5D,CONTROL,1,high,3,OVERLAY,5A_doc,spy_lead,trays,mailroom,fax,office,conference,office,mailroom,trays,mailroom,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,
199313,A256FHXGSY0E5D,CONTROL,1,high,5,OVERLAY,10A_doc,spy_lead,trays,mailroom,office,mailroom,fax,office,conference,office,folder,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,
199313,A256FHXGSY0E5D,CONTROL,1,high,2,OVERLAY,4A_doc,spy_lead,trays,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199324,A3PYFNAED6X1BL,CONTROL,2,high,1,OVERLAY,police_smithsonian_report,spy_lead,trays,mailroom,office,folder,office,mailroom,fax,office,conference,office,folder,office,conference,office,folder,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,
199324,A3PYFNAED6X1BL,CONTROL,2,high,5,OVERLAY,9A_doc,spy_lead,trays,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199324,A3PYFNAED6X1BL,CONTROL,2,high,3,OVERLAY,6A_doc,spy_lead,trays,mailroom,office,conference,office,mailroom,fax,office,folder,office,conference,office,folder,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,
199324,A3PYFNAED6X1BL,CONTROL,2,high,4,OVERLAY,7A_doc,spy_lead,trays,mailroom,office,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199324,A3PYFNAED6X1BL,CONTROL,2,high,4,OVERLAY,8A_doc,spy_lead,trays,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199324,A3PYFNAED6X1BL,CONTROL,2,high,3,OVERLAY,5A_doc,spy_lead,trays,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199324,A3PYFNAED6X1BL,CONTROL,2,high,5,OVERLAY,10A_doc,spy_lead,trays,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199328,A1RV2LERVS0A4H,CONTROL,1,low,5,OVERLAY,9A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199328,A1RV2LERVS0A4H,CONTROL,1,low,3,OVERLAY,6A_doc,spy_lead,trays,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199328,A1RV2LERVS0A4H,CONTROL,1,low,4,OVERLAY,7A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199328,A1RV2LERVS0A4H,CONTROL,1,low,4,OVERLAY,8A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199328,A1RV2LERVS0A4H,CONTROL,1,low,2,OVERLAY,3A_doc,spy_lead,trays,mailroom,fax,office,conference,office,folder,office,mailroom,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199328,A1RV2LERVS0A4H,CONTROL,1,low,3,OVERLAY,5A_doc,spy_lead,trays,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199328,A1RV2LERVS0A4H,CONTROL,1,low,5,OVERLAY,10A_doc,spy_lead,trays,mailroom,fax,office,mailroom,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199328,A1RV2LERVS0A4H,CONTROL,1,low,2,OVERLAY,4A_doc,spy_lead,trays,mailroom,fax,trays,mailroom,trays,mailroom,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199329,A3VBAQB2WO36Q1,CONTROL,1,high,1,OVERLAY,police_smithsonian_report,spy_lead,trays,mailroom,office,folder,office,folder,report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199329,A3VBAQB2WO36Q1,CONTROL,1,high,1,OVERLAY,mfa_security,spy_lead,trays,mailroom,trays,mailroom,office,folder,report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199329,A3VBAQB2WO36Q1,CONTROL,1,high,5,OVERLAY,9A_doc,spy_lead,trays,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199329,A3VBAQB2WO36Q1,CONTROL,1,high,3,OVERLAY,6A_doc,spy_lead,trays,mailroom,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199329,A3VBAQB2WO36Q1,CONTROL,1,high,4,OVERLAY,7A_doc,spy_lead,trays,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199329,A3VBAQB2WO36Q1,CONTROL,1,high,4,OVERLAY,8A_doc,spy_lead,trays,mailroom,office,conference,office,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199329,A3VBAQB2WO36Q1,CONTROL,1,high,2,OVERLAY,3A_doc,spy_lead,trays,mailroom,fax,office,folder,report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199329,A3VBAQB2WO36Q1,CONTROL,1,high,3,OVERLAY,5A_doc,spy_lead,trays,mailroom,fax,office,folder,report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199329,A3VBAQB2WO36Q1,CONTROL,1,high,5,OVERLAY,10A_doc,spy_lead,trays,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199329,A3VBAQB2WO36Q1,CONTROL,1,high,2,OVERLAY,4A_doc,spy_lead,trays,mailroom,fax,office,folder,report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199342,A360G7Q6RO5XRL,CONTROL,2,low,5,OVERLAY,9A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199342,A360G7Q6RO5XRL,CONTROL,2,low,3,OVERLAY,6A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199342,A360G7Q6RO5XRL,CONTROL,2,low,4,OVERLAY,7A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199342,A360G7Q6RO5XRL,CONTROL,2,low,4,OVERLAY,8A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199342,A360G7Q6RO5XRL,CONTROL,2,low,2,OVERLAY,3A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199342,A360G7Q6RO5XRL,CONTROL,2,low,3,OVERLAY,5A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199342,A360G7Q6RO5XRL,CONTROL,2,low,5,OVERLAY,10A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199342,A360G7Q6RO5XRL,CONTROL,2,low,2,OVERLAY,4A_doc,spy_lead,trays,mailroom,trays,mailroom,office,mailroom,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199351,A35D31QHYQUF9V,CONTROL,2,low,5,OVERLAY,9A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199351,A35D31QHYQUF9V,CONTROL,2,low,3,OVERLAY,6A_doc,spy_lead,trays,mailroom,office,conference,office,conference,office,mailroom,fax,office,folder,report,,,,,,,,,,,,,,,,,,,,,,,,,,,
199351,A35D31QHYQUF9V,CONTROL,2,low,4,OVERLAY,7A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199351,A35D31QHYQUF9V,CONTROL,2,low,4,OVERLAY,8A_doc,spy_lead,trays,mailroom,fax,office,conference,office,mailroom,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199351,A35D31QHYQUF9V,CONTROL,2,low,3,OVERLAY,5A_doc,spy_lead,trays,mailroom,office,conference,office,mailroom,office,conference,office,folder,report,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199351,A35D31QHYQUF9V,CONTROL,2,low,5,OVERLAY,10A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199391,A2G7N0X0PNX0EE,CONTROL,2,high,5,OVERLAY,9A_doc,spy_lead,trays,mailroom,fax,office,mailroom,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199391,A2G7N0X0PNX0EE,CONTROL,2,high,3,OVERLAY,6A_doc,spy_lead,trays,mailroom,fax,office,folder,report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199391,A2G7N0X0PNX0EE,CONTROL,2,high,4,OVERLAY,7A_doc,spy_lead,trays,mailroom,fax,office,mailroom,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199391,A2G7N0X0PNX0EE,CONTROL,2,high,4,OVERLAY,8A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199391,A2G7N0X0PNX0EE,CONTROL,2,high,3,OVERLAY,5A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199391,A2G7N0X0PNX0EE,CONTROL,2,high,5,OVERLAY,10A_doc,spy_lead,trays,mailroom,fax,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199396,A16G6PPH1INQL8,CONTROL,1,low,1,OVERLAY,police_smithsonian_report,spy_lead,trays,mailroom,office,folder,office,mailroom,fax,office,folder,office,conference,office,mailroom,trays,out,,,,,,,,,,,,,,,,,,,,,,,,
199396,A16G6PPH1INQL8,CONTROL,1,low,1,OVERLAY,mfa_security,spy_lead,trays,mailroom,office,folder,office,mailroom,fax,office,folder,office,mailroom,trays,out,,,,,,,,,,,,,,,,,,,,,,,,,,
199396,A16G6PPH1INQL8,CONTROL,1,low,5,OVERLAY,9A_doc,spy_lead,trays,mailroom,fax,office,conference,office,folder,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199396,A16G6PPH1INQL8,CONTROL,1,low,3,OVERLAY,6A_doc,spy_lead,trays,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199396,A16G6PPH1INQL8,CONTROL,1,low,4,OVERLAY,7A_doc,spy_lead,trays,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199396,A16G6PPH1INQL8,CONTROL,1,low,4,OVERLAY,8A_doc,spy_lead,trays,mailroom,office,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199396,A16G6PPH1INQL8,CONTROL,1,low,3,OVERLAY,5A_doc,spy_lead,trays,mailroom,fax,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199396,A16G6PPH1INQL8,CONTROL,1,low,5,OVERLAY,10A_doc,spy_lead,trays,mailroom,fax,office,conference,office,folder,office,conference,shredder,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199418,A2M45YGLOWMO4N,CONTROL,2,low,5,OVERLAY,9A_doc,spy_lead,trays,mailroom,fax,office,folder,report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199418,A2M45YGLOWMO4N,CONTROL,2,low,4,OVERLAY,7A_doc,spy_lead,trays,mailroom,fax,office,folder,report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199418,A2M45YGLOWMO4N,CONTROL,2,low,4,OVERLAY,8A_doc,spy_lead,trays,mailroom,fax,trays,mailroom,office,folder,report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199418,A2M45YGLOWMO4N,CONTROL,2,low,5,OVERLAY,10A_doc,spy_lead,trays,mailroom,fax,office,folder,report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
